,0
Annual return,-0.0506624209721952
Cumulative returns,-0.03804422791733186
Annual volatility,0.39960078918127395
Sharpe ratio,0.06995975695815025
Calmar ratio,-0.1414337056794892
Stability,0.0006107914650442579
Max drawdown,-0.35820613430722187
Omega ratio,1.014688980796885
Sortino ratio,0.09515283005216324
Skew,
Kurtosis,
Tail ratio,0.8586097970723622
Daily value at risk,-0.050234030827199204
