,0
Annual return,-0.09652446016919514
Cumulative returns,-0.07293062585582144
Annual volatility,0.426166048321965
Sharpe ratio,-0.026455344247371247
Calmar ratio,-0.27604017720733653
Stability,0.005532308345210673
Max drawdown,-0.34967540285519616
Omega ratio,0.994662580371385
Sortino ratio,-0.036718617885783345
Skew,
Kurtosis,
Tail ratio,0.857310287269171
Daily value at risk,-0.05373661485104584
