,0
Annual return,-0.5894948872255101
Cumulative returns,-0.48533648943999974
Annual volatility,0.8482326966199831
Sharpe ratio,-0.38556126983398026
Calmar ratio,-0.8885591676361336
Stability,0.014983793428934987
Max drawdown,-0.6634278376686663
Omega ratio,0.8867139547347568
Sortino ratio,-0.4187396316845345
Skew,
Kurtosis,
Tail ratio,1.0276522105990182
Daily value at risk,-0.10816507502248246
