,0
Annual return,-0.03178461814365352
Cumulative returns,-0.02380933529306084
Annual volatility,0.421138635102933
Sharpe ratio,0.1350099831165351
Calmar ratio,-0.08852931130564176
Stability,0.025614746761257058
Max drawdown,-0.35902931667365134
Omega ratio,1.0279239174578143
Sortino ratio,0.18332045297460442
Skew,
Kurtosis,
Tail ratio,1.0121558219876055
Daily value at risk,-0.05283285409344237
