,0
Annual return,0.0765767011129217
Cumulative returns,0.05659017982956871
Annual volatility,0.4073978633657938
Sharpe ratio,0.38646639329189436
Calmar ratio,0.23079432669674899
Stability,0.1311363185714193
Max drawdown,-0.3317962889683127
Omega ratio,1.080868454169077
Sortino ratio,0.5359626352432939
Skew,
Kurtosis,
Tail ratio,0.9912555565972475
Daily value at risk,-0.050702522184959284
