,0
Annual return,-0.21651135263699894
Cumulative returns,-0.16642431857657292
Annual volatility,0.47951937208948203
Sharpe ratio,-0.2706074329140452
Calmar ratio,-0.4962445326639808
Stability,0.059183891104236185
Max drawdown,-0.43629972399837813
Omega ratio,0.9478352460203393
Sortino ratio,-0.36922267301943196
Skew,
Kurtosis,
Tail ratio,0.9567884673994209
Daily value at risk,-0.06092868886886144
