,0
Annual return,-0.30614781358068455
Cumulative returns,-0.23865742983999982
Annual volatility,0.5378156576781686
Sharpe ratio,-0.4129488272073743
Calmar ratio,-0.6251063234998171
Stability,0.10965744203821462
Max drawdown,-0.4897531860926282
Omega ratio,0.9209426201167267
Sortino ratio,-0.5653762532424987
Skew,
Kurtosis,
Tail ratio,0.8654675646924782
Daily value at risk,-0.06863971477003539
